(0, 0)
(2703654996517, 3306639218022)
(3306639218023, 3930395453269)
(3930395453270, 4373362882883)
(0, 0)
(4373362882884, 4584257776801)
(4584257776802, 4819235740505)
(0, 0)
(5724369079693, 6316885185594)
(6316885185595, 6599865270708)
(6599865270709, 7145917173963)
(7379548891723, 7944884099945)
(8513370735670, 8575156596103)
(13182740949771, 13182740949771)
(13182740949772, 19454672582171)
(21015643582719, 23596951358269)
(23596951358270, 26954971819183)
(0, 0)
(31171521918398, 39458668730077)
(42498051344930, 45564468152440)
(45564468152441, 48945054633932)
(52694621956718, 55968379665892)
(55968379665893, 58073159086260)
(60533283512083, 61686926667834)
(61686926667835, 62593246885938)
(62593246885939, 63411197693247)
(63411197693248, 64407576571742)
(64407576571743, 65768672437503)
(65768672437504, 66771062458749)
(66771062458750, 67429677399310)
(67429677399311, 68455412202169)
(68455412202170, 69957877152983)
(71666087391467, 74707987153290)
(74707987153291, 79866592379297)
(82337398865525, 84866696711794)
(84866696711796, 89586048500593)
(0, 0)
(94582609025350, 96408549816850)
(0, 0)
(102813354819910, 107681928813023)
(112230401204917, 119380991717091)
(119380991717092, 119380991717092)
(123082224652118, 129457657497702)
(132251468956482, 138324788786380)
(138324788786381, 138324788786381)
(144157403255937, 148826733249743)
(152762544827563, 152762544827563)
(152762544827564, 159961497448295)
(161412573402353, 161918056568762)
(161918056568763, 162544662273724)
(163021985276507, 163280894543188)
(163280894543189, 163950752859283)
(164803984043794, 165037783929703)
(0, 0)
(165037783929704, 165794328512600)
(166511892237309, 166745259663423)
(166745259663424, 167037843702902)
(167037843702903, 167796085096689)
(169446245572059, 169995728172019)
(169995728172020, 170320985638205)
(172382858968667, 175549668599715)
(175549668599716, 178010517690690)
(183723050133280, 185948444441403)
(185948444441404, 190207056062812)
(191384222860954, 192412835698562)
(192412835698563, 193459994123665)
(193459994123666, 194303127336384)
(194303127336385, 195159967580932)
(195159967580933, 196221520000945)
(196221520000946, 197287147242136)
(197287147242137, 198430256027710)
(198430256027711, 199439612858394)
(199439612858395, 200671984757445)
(202245072059218, 208353226613653)
(208353226613654, 208353226613654)
(0, 0)
(215558815637109, 219523079891389)
(224184456364375, 228554233328876)
(228554233328877, 228554233328877)
(231920302229762, 235320247501110)
(235320247501111, 240576105435674)
(242426022007059, 245150117854811)
(245150117854813, 250506215767210)
(0, 0)
(252024217233070, 259490407335421)
(0, 0)
(263563419616610, 270428636117884)
(271933881210423, 275802197128568)
(275802197128569, 278350309208397)
(281828242995243, 283178468389808)
(283178468389809, 284198501252160)
(284198501252161, 285577292780801)
(285577292780802, 286738955255044)
(286738955255045, 288323334858202)
(288323334858203, 289387002124437)
(289387002124438, 290996017773384)
(0, 0)
(294259534783904, 298938797327022)
(303476382960027, 305029727857915)
(305029727857916, 308616862344215)
(0, 0)
(314656092924165, 319436096893084)
(323315503931010, 326273021125654)
(326273021125655, 331285131802790)
(331840328131613, 332455900728441)
(332455900728442, 332640860125205)
(332640860125206, 333096484571888)
(333096484571889, 333273537787731)
(333558033766180, 333854835738753)
(333854835738754, 334293309198189)
(334293309198190, 334530880199037)
(0, 0)
(335197668166498, 335623292192771)
(335623292192772, 336091165735747)
(336091165735748, 336676477368893)
(336920064813755, 337444595663268)
(337444595663269, 337708674914504)
(337708674914505, 338451964865986)
(338451964865987, 338711085526295)
(338711085526296, 339109695965448)
(339944115182227, 340113235854806)
(340113235854807, 340470721373135)
(344365319178800, 349685437215593)
(353266958685101, 357300529017225)
(357300529017227, 360967590727082)
(364835740149012, 365616715057774)
(365616715057775, 370913555893268)
(373655247232868, 377779814566958)
(377779814566959, 377779814566959)
(384124039430243, 385570619940628)
(385570619940629, 389862453271809)
(393218184940494, 400293238294978)
(400293238294979, 400293238294979)
(403687109137424, 403687109137424)
(403687109137425, 410679383395921)
(0, 0)
(414026322933322, 417773238903645)
(422402841811995, 423409765218176)
(423409765218177, 424267288659546)
(424267288659547, 425074241640929)
(425074241640930, 426207405717688)
(426207405717689, 426835628929326)
(426835628929327, 428033148159487)
(428033148159488, 429011588092585)
(429011588092586, 429930894463300)
(429930894463301, 430836255860494)
(430836255860495, 431949789265124)
(432638740795720, 436490339366447)
(436490339366448, 441801088217370)
(446400770323713, 450677603560962)
(453708366053063, 456515522309848)
(456515522309849, 458870651316671)
(463886641420035, 467243958843168)
(467243958843169, 471102575698060)
(0, 0)
(474688005170000, 480837552765153)
(0, 0)
(485196483140844, 490325175216718)
(0, 0)
(495520332064751, 499912550957722)
(504826913046504, 509998808259596)
(509998808259597, 509998808259597)
(514140747509962, 514392156555683)
(514392156555684, 514587451888059)
(514587451888060, 515391128535079)
(516289151419788, 516661487097711)
(0, 0)
(0, 0)
(516749000112063, 517518453880947)
(518688586548662, 519177123847008)
(519177123847009, 519253827192122)
(519253827192123, 519504511287003)
(520130685209492, 520377675016360)
(521013640249556, 521290786341304)
(526346158451773, 526346158451773)
(526346158451774, 528748135312066)
(534772392063868, 536003082526788)
(536003082526789, 542384396650947)
(544417051981776, 551568311547549)
(551568311547550, 551568311547550)
(554752091273827, 558601829106238)
(558601829106240, 562068246267502)
